N,E
3331394.290178,473805.035609
3331394.521817,473804.062807
3331394.753577,473803.090035
3331394.985459,473802.117291
3331395.217463,473801.144576
3331395.449588,473800.171890
3331395.681835,473799.199233
3331395.914204,473798.226605
3331396.146694,473797.254006
3331396.379306,473796.281437
3331396.612039,473795.308896
3331396.844894,473794.336385
3331397.077870,473793.363902
3331397.310968,473792.391449
3331397.544188,473791.419025
3331397.777529,473790.446630
3331398.010991,473789.474264
3331398.244575,473788.501928
3331398.478281,473787.529620
3331398.712108,473786.557342
3331398.946057,473785.585093
3331399.180127,473784.612873
3331399.414319,473783.640683
3331399.648632,473782.668522
3331399.883067,473781.696390
3331400.117623,473780.724287
3331400.352301,473779.752214
3331400.587101,473778.780170
3331400.822021,473777.808156
3331401.057064,473776.836171
3331401.292228,473775.864215
3331401.527513,473774.892289
3331401.762920,473773.920392
3331401.998448,473772.948524
3331402.234098,473771.976686
3331402.469869,473771.004878
3331402.705762,473770.033099
3331402.941776,473769.061349
3331403.177912,473768.089629
3331403.414169,473767.117938
3331403.650548,473766.146277
3331403.887048,473765.174646
3331404.123669,473764.203044
3331404.360412,473763.231472
3331404.597277,473762.259929
3331404.834263,473761.288416
3331405.071370,473760.316932
3331405.308599,473759.345479
3331405.545949,473758.374054
3331405.783421,473757.402660
3331406.021014,473756.431295
3331406.258728,473755.459960
3331406.496564,473754.488655
3331406.734521,473753.517379
3331406.972600,473752.546133
3331407.210800,473751.574917
3331407.449121,473750.603731
3331407.687564,473749.632574
3331407.926128,473748.661447
3331408.164814,473747.690351
3331408.403621,473746.719284
3331408.642550,473745.748246
3331408.881599,473744.777239
3331409.120770,473743.806262
3331409.360063,473742.835314
3331409.599477,473741.864397
3331409.839012,473740.893509
3331410.078669,473739.922651
3331410.318447,473738.951823
3331410.558346,473737.981026
3331410.798367,473737.010258
3331411.038509,473736.039520
3331411.278772,473735.068812
3331411.519157,473734.098135
3331411.759663,473733.127487
3331412.000290,473732.156869
3331412.241039,473731.186282
3331412.481909,473730.215725
3331412.722900,473729.245197
3331412.964013,473728.274700
3331413.205247,473727.304233
3331413.446602,473726.333796
3331413.688079,473725.363390
3331413.929677,473724.393013
3331414.171396,473723.422667
3331414.413236,473722.452351
3331414.655198,473721.482065
3331414.897281,473720.511810
3331415.139485,473719.541584
3331415.381811,473718.571389
3331415.624258,473717.601225
3331415.866826,473716.631090
3331416.109515,473715.660986
3331416.352326,473714.690913
3331416.595258,473713.720869
3331416.838311,473712.750856
3331417.081485,473711.780874
3331417.324781,473710.810921
3331417.568198,473709.841000
3331417.811736,473708.871108
3331418.055395,473707.901248
3331418.299176,473706.931417
3331418.543078,473705.961617
3331418.787101,473704.991848
3331419.031245,473704.022109
3331419.275511,473703.052400
3331419.519897,473702.082723
3331419.764405,473701.113075
3331420.009034,473700.143459
3331420.253785,473699.173872
3331420.498656,473698.204317
3331420.743649,473697.234792
3331420.988763,473696.265298
3331421.233998,473695.295834
3331421.479354,473694.326401
3331421.724831,473693.356999
3331421.970430,473692.387627
3331422.216150,473691.418286
3331422.461991,473690.448976
3331422.707953,473689.479697
3331422.954036,473688.510448
3331423.200240,473687.541230
3331423.446566,473686.572043
3331423.693013,473685.602886
3331423.939581,473684.633761
3331424.186270,473683.664666
3331424.433080,473682.695602
3331424.680011,473681.726569
3331424.927063,473680.757567
3331425.174237,473679.788596
3331425.421531,473678.819656
3331425.668947,473677.850746
3331425.916484,473676.881868
3331426.164142,473675.913020
3331426.411921,473674.944204
3331426.659821,473673.975418
3331426.907842,473673.006664
3331427.155985,473672.037940
3331427.404248,473671.069247
3331427.652633,473670.100586
3331427.901138,473669.131955
3331428.149765,473668.163356
3331428.398513,473667.194788
3331428.647382,473666.226251
3331428.896371,473665.257744
3331429.145482,473664.289269
3331429.394714,473663.320826
3331429.644068,473662.352413
3331429.893542,473661.384032
3331430.143137,473660.415681
3331430.392853,473659.447362
3331430.642690,473658.479074
3331430.892648,473657.510818
3331431.142728,473656.542592
3331431.392928,473655.574398
3331431.643249,473654.606236
3331431.893692,473653.638104
3331432.144255,473652.670004
3331432.394940,473651.701935
3331432.645745,473650.733897
3331432.896671,473649.765891
3331433.147719,473648.797916
3331433.398887,473647.829973
3331433.650177,473646.862061
3331433.901587,473645.894180
3331434.153118,473644.926331
3331434.404771,473643.958514
3331434.656544,473642.990727
3331434.908438,473642.022973
3331435.160453,473641.055249
3331435.412590,473640.087558
3331435.664847,473639.119897
3331435.917225,473638.152269
3331436.169724,473637.184672
3331436.422344,473636.217106
3331436.675085,473635.249572
3331436.927947,473634.282070
3331437.180930,473633.314599
3331437.434034,473632.347160
3331437.687258,473631.379752
3331437.940604,473630.412376
3331438.194070,473629.445032
3331438.447658,473628.477720
3331438.701366,473627.510439
3331438.955196,473626.543190
3331439.209146,473625.575973
3331439.463217,473624.608787
3331439.717409,473623.641633
3331439.971722,473622.674511
3331440.226156,473621.707421
3331440.480710,473620.740363
3331440.735386,473619.773336
3331440.990182,473618.806342
3331441.245099,473617.839379
3331441.500138,473616.872448
3331441.755297,473615.905549
3331442.010576,473614.938681
3331442.265977,473613.971846
3331442.521499,473613.005043
3331442.777141,473612.038271
3331443.032904,473611.071532
3331443.288789,473610.104824
3331443.544793,473609.138149
3331443.800919,473608.171505
3331444.057166,473607.204894
3331444.313533,473606.238315
3331444.570022,473605.271767
3331444.826631,473604.305252
3331445.083361,473603.338769
3331445.340211,473602.372318
3331445.597183,473601.405899
3331445.854275,473600.439512
3331446.111488,473599.473157
3331446.368822,473598.506835
3331446.626277,473597.540544
3331446.883852,473596.574286
3331447.141548,473595.608060
3331447.399365,473594.641866
3331447.657303,473593.675705
3331447.915362,473592.709576
3331448.173541,473591.743479
3331448.431841,473590.777414
3331448.690262,473589.811381
3331448.948804,473588.845381
3331449.207466,473587.879413
3331449.466249,473586.913478
3331449.725153,473585.947575
3331449.984177,473584.981704
3331450.243323,473584.015866
3331450.502589,473583.050060
3331450.761975,473582.084286
3331451.021483,473581.118545
3331451.281111,473580.152837
3331451.540860,473579.187160
3331451.800730,473578.221517
3331452.060720,473577.255905
3331452.320831,473576.290327
3331452.581063,473575.324780
3331452.841415,473574.359267
3331453.101888,473573.393786
3331453.362482,473572.428337
3331453.623196,473571.462921
3331453.884031,473570.497538
3331454.144987,473569.532187
3331454.406064,473568.566869
3331454.667261,473567.601583
3331454.928578,473566.636331
3331455.190017,473565.671110
3331455.451576,473564.705923
3331455.713256,473563.740768
3331455.975056,473562.775646
3331456.236977,473561.810557
3331456.499019,473560.845500
3331456.761181,473559.880476
3331457.023464,473558.915485
3331457.285867,473557.950527
3331457.548391,473556.985602
3331457.811036,473556.020709
3331458.073802,473555.055849
3331458.336687,473554.091023
3331458.599694,473553.126228
3331458.862821,473552.161467
3331459.126069,473551.196739
3331459.389437,473550.232044
3331459.652926,473549.267381
3331459.916536,473548.302752
3331460.180266,473547.338155
3331460.444116,473546.373592
3331460.708088,473545.409061
3331460.972179,473544.444564
3331461.236392,473543.480099
3331461.500725,473542.515668
3331461.765178,473541.551269
3331462.029752,473540.586904
3331462.294447,473539.622571
3331462.559262,473538.658272
3331462.824197,473537.694006
3331463.089254,473536.729773
3331463.354430,473535.765573
3331463.619727,473534.801407
3331463.885145,473533.837273
3331464.150683,473532.873173
3331464.416342,473531.909106
3331464.682121,473530.945072
3331464.948021,473529.981071
3331465.214041,473529.017104
3331465.480182,473528.053169
3331465.746443,473527.089269
3331466.012825,473526.125401
3331466.279327,473525.161567
3331466.545950,473524.197766
3331466.812693,473523.233998
3331467.079557,473522.270264
3331467.346541,473521.306563
3331467.613645,473520.342895
3331467.880870,473519.379261
3331468.148216,473518.415660
3331468.415682,473517.452093
3331468.683268,473516.488559
3331468.950975,473515.525059
3331469.218802,473514.561592
3331469.486750,473513.598158
3331469.754818,473512.634758
3331470.023006,473511.671392
3331470.291315,473510.708059
3331470.559745,473509.744759
3331470.828294,473508.781494
3331471.096964,473507.818261
3331471.365755,473506.855063
3331471.634666,473505.891898
3331471.903697,473504.928766
3331472.172849,473503.965669
3331472.442121,473503.002604
3331472.711514,473502.039574
3331472.981027,473501.076577
3331473.250660,473500.113614
3331473.520413,473499.150685
3331473.790287,473498.187789
3331474.060282,473497.224927
3331474.330396,473496.262099
3331474.600632,473495.299305
3331474.870987,473494.336544
3331475.141463,473493.373817
3331475.412059,473492.411124
3331475.682775,473491.448465
3331475.953612,473490.485840
3331476.224569,473489.523248
3331476.495646,473488.560691
3331476.766844,473487.598167
3331477.038162,473486.635677
3331477.309600,473485.673222
3331477.581159,473484.710800
3331477.852838,473483.748412
3331478.124637,473482.786058
3331478.396557,473481.823738
3331478.668597,473480.861452
3331478.940757,473479.899200
3331479.213037,473478.936982
3331479.485438,473477.974798
3331479.757959,473477.012648
3331480.030600,473476.050532
3331480.303361,473475.088451
3331480.576243,473474.126403
3331480.849245,473473.164390
3331481.122367,473472.202410
3331481.395610,473471.240465
3331481.668972,473470.278554
3331481.942455,473469.316677
3331482.216058,473468.354834
3331482.489782,473467.393026
3331482.763625,473466.431252
3331483.037589,473465.469512
3331483.311673,473464.507806
3331483.585878,473463.546135
3331483.860202,473462.584497
3331484.134647,473461.622894
3331484.409212,473460.661326
3331484.683897,473459.699792
3331484.958702,473458.738292
3331485.233627,473457.776826
3331485.508673,473456.815395
3331485.783839,473455.853998
3331486.059125,473454.892636
3331486.334531,473453.931308
3331486.610057,473452.970014
3331486.885704,473452.008755
3331487.161470,473451.047531
3331487.437357,473450.086340
3331487.713364,473449.125185
3331487.989491,473448.164064
3331488.265738,473447.202977
3331488.542106,473446.241925
3331488.818593,473445.280907
3331489.095201,473444.319925
3331489.371928,473443.358976
3331489.648776,473442.398062
3331489.925744,473441.437183
3331490.202832,473440.476339
3331490.480040,473439.515529
3331490.757368,473438.554754
3331491.034817,473437.594013
3331491.312385,473436.633307
3331491.590074,473435.672636
3331491.867882,473434.712000
3331492.145811,473433.751398
3331492.423860,473432.790831
3331492.702029,473431.830299
3331492.980317,473430.869801
3331493.258726,473429.909339
3331493.537255,473428.948911
3331493.815904,473427.988518
3331494.094674,473427.028160
3331494.373563,473426.067836
3331494.652572,473425.107548
3331494.931701,473424.147294
3331495.210950,473423.187076
3331495.490320,473422.226892
3331495.769809,473421.266743
3331496.049418,473420.306629
3331496.329147,473419.346550
3331496.608997,473418.386506
3331496.888966,473417.426497
3331497.169055,473416.466524
3331497.449265,473415.506585
3331497.729594,473414.546681
3331498.010043,473413.586812
3331498.290613,473412.626978
3331498.571302,473411.667179
3331498.852111,473410.707416
3331499.133040,473409.747687
3331499.414089,473408.787994
3331499.695259,473407.828336
3331499.976548,473406.868713
3331500.257957,473405.909125
3331500.539486,473404.949572
3331500.821135,473403.990054
3331501.102903,473403.030572
3331501.384792,473402.071125
3331501.666801,473401.111713
3331501.948930,473400.152337
3331502.231178,473399.192995
3331502.513547,473398.233689
3331502.796035,473397.274419
3331503.078643,473396.315183
3331503.361371,473395.355983
3331503.644220,473394.396818
3331503.927188,473393.437689
3331504.210275,473392.478595
3331504.493483,473391.519536
3331504.776811,473390.560513
3331505.060258,473389.601526
3331505.343826,473388.642573
3331505.627513,473387.683656
3331505.911320,473386.724775
3331506.195247,473385.765929
3331506.479294,473384.807119
3331506.763460,473383.848344
3331507.047747,473382.889604
3331507.332153,473381.930901
3331507.616680,473380.972232
3331507.901326,473380.013600
3331508.186091,473379.055002
3331508.470977,473378.096441
3331508.755983,473377.137915
3331509.041108,473376.179425
3331509.326353,473375.220970
3331509.611718,473374.262551
3331509.897203,473373.304168
3331510.182807,473372.345820
3331510.468531,473371.387509
3331510.754376,473370.429232
3331511.040339,473369.470992
3331511.326423,473368.512787
3331511.612626,473367.554619
3331511.898950,473366.596485
3331512.185393,473365.638388
3331512.471955,473364.680327
3331512.758638,473363.722301
3331513.045440,473362.764311
3331513.332362,473361.806357
3331513.619404,473360.848439
3331513.906565,473359.890557
3331514.193846,473358.932711
3331514.481247,473357.974900
3331514.768768,473357.017126
3331515.056408,473356.059387
3331515.344168,473355.101685
3331515.632048,473354.144018
3331515.920048,473353.186388
3331516.208167,473352.228793
3331516.496406,473351.271235
3331516.784764,473350.313712
3331517.073243,473349.356226
3331517.361840,473348.398775
3331517.650558,473347.441361
3331517.939395,473346.483983
3331518.228352,473345.526641
3331518.517429,473344.569335
3331518.806625,473343.612065
3331519.095941,473342.654831
3331519.385377,473341.697634
3331519.674932,473340.740473
3331519.964607,473339.783347
3331520.254402,473338.826259
3331520.544316,473337.869206
3331520.834350,473336.912190
3331521.124503,473335.955209
3331521.414776,473334.998266
3331521.705169,473334.041358
3331521.995681,473333.084487
3331522.286313,473332.127652
3331522.577064,473331.170853
3331522.867935,473330.214091
3331523.158926,473329.257365
3331523.450036,473328.300675
3331523.741266,473327.344022
3331524.032616,473326.387406
3331524.324085,473325.430825
3331524.615673,473324.474282
3331524.907381,473323.517774
3331525.199209,473322.561303
3331525.491156,473321.604869
3331525.783223,473320.648471
3331526.075409,473319.692110
3331526.367715,473318.735785
3331526.660141,473317.779496
3331526.952686,473316.823245
3331527.245350,473315.867029
3331527.538134,473314.910851
3331527.831038,473313.954709
3331528.124061,473312.998603
3331528.417203,473312.042535
3331528.710465,473311.086503
3331529.003847,473310.130507
3331529.297348,473309.174548
3331529.590969,473308.218626
3331529.884709,473307.262741
3331530.178568,473306.306892
3331530.472547,473305.351081
3331530.766646,473304.395305
3331531.060864,473303.439567
3331531.355201,473302.483865
3331531.649658,473301.528201
3331531.944234,473300.572573
3331532.238930,473299.616982
3331532.533745,473298.661427
3331532.828680,473297.705910
3331533.123734,473296.750429
3331533.418908,473295.794986
3331533.714201,473294.839579
3331534.009613,473293.884209
3331534.305145,473292.928876
3331534.600796,473291.973580
3331534.896567,473291.018321
3331535.192457,473290.063099
3331535.488466,473289.107914
3331535.784595,473288.152766
3331536.080843,473287.197655
3331536.377211,473286.242581
3331536.673698,473285.287545
3331536.970304,473284.332545
3331537.267030,473283.377582
3331537.563875,473282.422656
3331537.860840,473281.467768
3331538.157924,473280.512916
3331538.455127,473279.558102
3331538.752449,473278.603325
3331539.049891,473277.648585
3331539.347452,473276.693882
3331539.645133,473275.739217
3331539.942933,473274.784589
3331540.240852,473273.829997
3331540.538891,473272.875444
3331540.837049,473271.920927
3331541.135326,473270.966448
3331541.433722,473270.012006
3331541.732238,473269.057601
3331542.030873,473268.103234
3331542.329627,473267.148904
3331542.628501,473266.194611
3331542.927494,473265.240356
3331543.226606,473264.286138
3331543.525838,473263.331957
3331543.825189,473262.377814
3331544.124659,473261.423708
3331544.424248,473260.469640
3331544.723957,473259.515609
3331545.023784,473258.561616
3331545.323731,473257.607660
3331545.623798,473256.653742
3331545.923983,473255.699861
3331546.224288,473254.746018
3331546.524712,473253.792212
3331546.825255,473252.838444
3331547.125918,473251.884713
3331547.426699,473250.931020
3331547.727600,473249.977365
3331548.028620,473249.023747
3331548.329759,473248.070167
3331548.631018,473247.116624
3331548.932396,473246.163119
3331549.233892,473245.209652
3331549.535508,473244.256223
3331549.837244,473243.302831
3331550.139098,473242.349477
3331550.441072,473241.396160
3331550.743164,473240.442882
3331551.045376,473239.489641
3331551.347707,473238.536438
3331551.650157,473237.583273
3331551.952727,473236.630146
3331552.255415,473235.677056
3331552.558223,473234.724004
3331552.861149,473233.770990
3331553.164195,473232.818014
3331553.467360,473231.865076
3331553.770644,473230.912176
3331554.074047,473229.959314
3331554.377570,473229.006490
3331554.681211,473228.053703
3331554.984971,473227.100955
3331555.288851,473226.148244
3331555.592850,473225.195572
3331555.896967,473224.242937
3331556.201204,473223.290341
3331556.505560,473222.337782
3331556.810035,473221.385262
3331557.114629,473220.432780
3331557.419342,473219.480336
3331557.724174,473218.527930
3331558.029125,473217.575562
3331558.334196,473216.623232
3331558.639385,473215.670940
3331558.944693,473214.718686
3331559.250120,473213.766471
3331559.555667,473212.814294
3331559.861332,473211.862155
3331560.167116,473210.910054
3331560.473020,473209.957991
3331560.779042,473209.005967
3331561.085184,473208.053981
3331561.391444,473207.102033
3331561.697823,473206.150124
3331562.004322,473205.198253
3331562.310939,473204.246420
3331562.617675,473203.294625
3331562.924531,473202.342869
3331563.231505,473201.391151
3331563.538598,473200.439472
3331563.845810,473199.487831
3331564.153142,473198.536228
3331564.460592,473197.584664
3331564.768161,473196.633138
3331565.075849,473195.681651
3331565.383656,473194.730202
3331565.691581,473193.778792
3331565.999626,473192.827420
3331566.307790,473191.876086
3331566.616072,473190.924792
3331566.924474,473189.973535
3331567.232994,473189.022318
3331567.541634,473188.071138
3331567.850392,473187.119998
3331568.159269,473186.168896
3331568.468265,473185.217833
3331568.777380,473184.266808
3331569.086613,473183.315822
3331569.395966,473182.364874
3331569.705437,473181.413966
3331570.015028,473180.463096
3331570.324737,473179.512264
3331570.634565,473178.561472
3331570.944512,473177.610718
3331571.254578,473176.660003
3331571.564762,473175.709326
3331571.875065,473174.758689
3331572.185488,473173.808090
3331572.496029,473172.857530
3331572.806689,473171.907009
3331573.117467,473170.956526
3331573.428365,473170.006083
3331573.739381,473169.055678
3331574.050516,473168.105313
3331574.361770,473167.154986
3331574.673143,473166.204698
3331574.984634,473165.254449
3331575.296244,473164.304239
3331575.607973,473163.354068
3331575.919821,473162.403936
3331576.231788,473161.453843
3331576.543873,473160.503789
3331576.856077,473159.553774
3331577.168400,473158.603798
3331577.480841,473157.653861
3331577.793401,473156.703963
3331578.106080,473155.754104
3331578.418878,473154.804284
3331578.731795,473153.854503
3331579.044830,473152.904762
3331579.357984,473151.955060
3331579.671256,473151.005396
3331579.984648,473150.055772
3331580.298158,473149.106187
3331580.611786,473148.156642
3331580.925534,473147.207135
3331581.239400,473146.257668
3331581.553385,473145.308240
3331581.867488,473144.358851
3331582.181710,473143.409502
3331582.496051,473142.460191
3331582.810510,473141.510921
3331583.125089,473140.561689
3331583.439785,473139.612497
3331583.754601,473138.663344
3331584.069535,473137.714230
3331584.384587,473136.765156
3331584.699759,473135.816121
3331585.015049,473134.867126
3331585.330457,473133.918170
3331585.645984,473132.969253
3331585.961630,473132.020376
3331586.277395,473131.071539
3331586.593278,473130.122740
3331586.909279,473129.173982
3331587.225399,473128.225263
3331587.541638,473127.276583
3331587.857995,473126.327943
3331588.174471,473125.379342
3331588.491066,473124.430781
3331588.807779,473123.482260
3331589.124611,473122.533778
3331589.441561,473121.585336
3331589.758630,473120.636933
3331590.075817,473119.688571
3331590.393123,473118.740247
3331590.710547,473117.791964
3331591.028090,473116.843720
3331591.345751,473115.895516
3331591.663531,473114.947351
3331591.981430,473113.999226
3331592.299447,473113.051141
3331592.617582,473112.103096
3331592.935836,473111.155091
3331593.254209,473110.207125
3331593.572700,473109.259199
3331593.891309,473108.311313
3331594.210037,473107.363467
3331594.528884,473106.415660
3331594.847849,473105.467894
3331595.166932,473104.520167
3331595.486134,473103.572480
3331595.805454,473102.624834
3331596.124893,473101.677227
3331596.444450,473100.729660
3331596.764126,473099.782133
3331597.083920,473098.834646
3331597.403832,473097.887198
3331597.723863,473096.939791
3331598.044013,473095.992424
3331598.364280,473095.045097
3331598.684667,473094.097810
3331599.005171,473093.150563
3331599.325794,473092.203356
3331599.646536,473091.256190
3331599.967396,473090.309063
3331600.288374,473089.361976
3331600.609470,473088.414930
3331600.930685,473087.467924
3331601.252019,473086.520957
3331601.573470,473085.574031
3331601.895040,473084.627146
3331602.216729,473083.680300
3331602.538536,473082.733495
3331602.860461,473081.786730
3331603.182504,473080.840005
3331603.504666,473079.893320
3331603.826946,473078.946676
3331604.149345,473078.000072
3331604.471861,473077.053508
3331604.794496,473076.106985
3331605.117250,473075.160501
3331605.440122,473074.214059
3331605.763112,473073.267656
3331606.086220,473072.321294
3331606.409447,473071.374973
3331606.732791,473070.428692
3331607.056255,473069.482451
3331607.379836,473068.536251
3331607.703536,473067.590091
3331608.027354,473066.643971
3331608.351290,473065.697892
3331608.675345,473064.751854
3331608.999517,473063.805856
3331609.323808,473062.859899
3331609.648218,473061.913982
3331609.972745,473060.968106
3331610.297391,473060.022270
3331610.622155,473059.076475
3331610.947037,473058.130720
3331611.272038,473057.185006
3331611.597156,473056.239333
3331611.922393,473055.293701
3331612.247748,473054.348109
3331612.573221,473053.402557
3331612.898813,473052.457047
3331613.224522,473051.511577
3331613.550350,473050.566148
3331613.876296,473049.620759
3331614.202360,473048.675412
3331614.528542,473047.730105
3331614.854843,473046.784839
3331615.181261,473045.839614
3331615.507798,473044.894429
3331615.834453,473043.949285
3331616.161226,473043.004183
3331616.488117,473042.059121
3331616.815127,473041.114099
3331617.142254,473040.169119
3331617.469500,473039.224180
3331617.796863,473038.279281
3331618.124345,473037.334424
3331618.451945,473036.389607
3331618.779663,473035.444832
3331619.107499,473034.500097
3331619.435453,473033.555404
3331619.763526,473032.610751
3331620.091716,473031.666139
3331620.420024,473030.721569
3331620.748451,473029.777039
3331621.076995,473028.832551
3331621.405658,473027.888103
3331621.734438,473026.943697
3331622.063337,473025.999332
3331622.392354,473025.055008
3331622.721489,473024.110725
3331623.050742,473023.166483
3331623.380112,473022.222282
3331623.709601,473021.278123
3331624.039208,473020.334005
3331624.368933,473019.389927
3331624.698776,473018.445892
3331625.028737,473017.501897
3331625.358816,473016.557944
3331625.689013,473015.614032
3331626.019327,473014.670161
3331626.349760,473013.726331
3331626.680311,473012.782543
3331627.010980,473011.838796
3331627.341767,473010.895091
3331627.672671,473009.951427
3331628.003694,473009.007804
3331628.334835,473008.064222
3331628.666093,473007.120682
3331628.997470,473006.177184
3331629.328964,473005.233727
3331629.660577,473004.290311
3331629.992307,473003.346937
3331630.324155,473002.403604
3331630.656121,473001.460313
3331630.988205,473000.517063
3331631.320407,472999.573854
3331631.652727,472998.630688
3331631.985165,472997.687563
3331632.317721,472996.744479
3331632.650394,472995.801437
3331632.983186,472994.858436
3331633.316095,472993.915477
3331633.649122,472992.972560
3331633.982267,472992.029685
3331634.315530,472991.086851
3331634.648911,472990.144058
3331634.982409,472989.201308
3331635.316025,472988.258599
3331635.649760,472987.315932
3331635.983612,472986.373306
3331636.317582,472985.430722
3331636.651669,472984.488180
3331636.985875,472983.545680
3331637.320198,472982.603222
3331637.654639,472981.660805
3331637.989198,472980.718430
3331638.323875,472979.776097
3331638.658670,472978.833806
3331638.993582,472977.891557
3331639.328612,472976.949349
3331639.663760,472976.007184
3331639.999025,472975.065060
3331640.334409,472974.122978
3331640.669910,472973.180939
3331641.005529,472972.238941
3331641.341265,472971.296985
3331641.677120,472970.355071
3331642.013092,472969.413199
3331642.349182,472968.471369
3331642.685389,472967.529581
3331643.021715,472966.587835
3331643.358158,472965.646132
3331643.694718,472964.704470
3331644.031397,472963.762850
3331644.368193,472962.821273
3331644.705107,472961.879737
3331645.042138,472960.938244
3331645.379288,472959.996792
3331645.716554,472959.055383
3331646.053939,472958.114016
3331646.391441,472957.172692
3331646.729061,472956.231409
3331647.066799,472955.290169
3331647.404654,472954.348971
3331647.742627,472953.407815
3331648.080717,472952.466701
3331648.418925,472951.525630
3331648.757251,472950.584601
3331649.095694,472949.643614
3331649.434255,472948.702670
3331649.772934,472947.761768
3331650.111730,472946.820908
3331650.450644,472945.880090
3331650.789675,472944.939315
3331651.128824,472943.998583
3331651.468091,472943.057892
3331651.807475,472942.117245
3331652.146977,472941.176639
3331652.486596,472940.236076
3331652.826333,472939.295556
3331653.166188,472938.355078
3331653.506160,472937.414642
3331653.846249,472936.474249
3331654.186456,472935.533898
3331654.526781,472934.593591
3331654.867223,472933.653325
3331655.207783,472932.713102
3331655.548460,472931.772922
3331655.889255,472930.832784
3331656.230167,472929.892689
3331656.571197,472928.952637
3331656.912345,472928.012627
3331657.253609,472927.072660
3331657.594992,472926.132735
3331657.936491,472925.192853
3331658.278109,472924.253014
3331658.619843,472923.313218
3331658.961696,472922.373464
3331659.303665,472921.433753
3331659.645752,472920.494085
3331659.987957,472919.554459
3331660.330279,472918.614876
3331660.672719,472917.675337
3331661.015276,472916.735840
3331661.357950,472915.796385
3331661.700742,472914.856974
3331662.043651,472913.917605
3331662.386678,472912.978280
3331662.729822,472912.038997
3331663.073083,472911.099757
3331663.416462,472910.160560
3331663.759958,472909.221406
3331664.103572,472908.282295
3331664.447303,472907.343227
3331664.791151,472906.404202
3331665.135117,472905.465219
3331665.479200,472904.526280
3331665.823401,472903.587384
3331666.167719,472902.648531
3331666.512154,472901.709721
3331666.856707,472900.770954
3331667.201377,472899.832230
3331667.546164,472898.893549
3331667.891068,472897.954911
3331668.236090,472897.016317
3331668.581230,472896.077765
3331668.926486,472895.139257
3331669.271860,472894.200792
3331669.617351,472893.262370
3331669.962960,472892.323991
3331670.308686,472891.385655
3331670.654529,472890.447363
3331671.000489,472889.509114
3331671.346567,472888.570908
3331671.692762,472887.632745
3331672.039074,472886.694626
3331672.385503,472885.756550
3331672.732050,472884.818517
3331673.078714,472883.880528
3331673.425495,472882.942582
3331673.772393,472882.004679
3331674.119409,472881.066820
3331674.466542,472880.129004
3331674.813792,472879.191231
3331675.161159,472878.253502
3331675.508644,472877.315816
3331675.856246,472876.378174
3331676.203965,472875.440575
3331676.551801,472874.503020
3331676.899754,472873.565508
3331677.247825,472872.628040
3331677.596013,472871.690615
3331677.944317,472870.753234
3331678.292739,472869.815896
3331678.641279,472868.878602
3331678.989935,472867.941351
3331679.338709,472867.004144
3331679.687599,472866.066981
3331680.036607,472865.129861
3331680.385732,472864.192785
3331680.734974,472863.255752
3331681.084333,472862.318763
3331681.433810,472861.381818
3331681.783403,472860.444917
3331682.133114,472859.508059
3331682.482942,472858.571245
3331682.832886,472857.634474
3331683.182948,472856.697748
3331683.533127,472855.761065
3331683.883423,472854.824426
3331684.233836,472853.887831
3331684.584367,472852.951279
3331684.935014,472852.014772
3331685.285778,472851.078308
3331685.636660,472850.141888
3331685.987658,472849.205512
3331686.338773,472848.269180
3331686.690006,472847.332892
3331687.041355,472846.396647
3331687.392822,472845.460447
3331687.744406,472844.524290
3331688.096106,472843.588178
3331688.447924,472842.652109
3331688.799858,472841.716085
3331689.151910,472840.780104
3331689.504079,472839.844168
3331689.856364,472838.908275
3331690.208767,472837.972426
3331690.561286,472837.036622
3331690.913923,472836.100862
3331691.266677,472835.165145
3331691.619547,472834.229473
3331691.972534,472833.293845
3331692.325639,472832.358261
3331692.678860,472831.422721
3331693.032198,472830.487226
3331693.385654,472829.551774
3331693.739226,472828.616367
3331694.092915,472827.681004
3331694.446721,472826.745685
3331694.800644,472825.810411
3331695.154683,472824.875180
3331695.508840,472823.939994
3331695.863114,472823.004852
3331696.217504,472822.069755
3331696.572012,472821.134702
3331696.926636,472820.199693
3331697.281377,472819.264728
3331697.636235,472818.329808
3331697.991210,472817.394932
3331698.346301,472816.460101
3331698.701510,472815.525313
3331699.056835,472814.590571
3331699.412278,472813.655873
3331699.767837,472812.721219
3331700.123513,472811.786609
3331700.479305,472810.852044
3331700.835215,472809.917524
3331701.191241,472808.983048
3331701.547384,472808.048617
3331701.903644,472807.114230
3331702.260021,472806.179887
3331702.616515,472805.245590
3331702.973125,472804.311336
3331703.329852,472803.377128
3331703.686696,472802.442964
3331704.043657,472801.508844
3331704.400734,472800.574770
3331704.757928,472799.640739
3331705.115239,472798.706754
3331705.472667,472797.772813
3331705.830211,472796.838917
3331706.187872,472795.905066
3331706.545650,472794.971259
3331706.903545,472794.037497
3331707.261556,472793.103780
3331707.619684,472792.170107
3331707.977929,472791.236479
3331708.336290,472790.302896
3331708.694768,472789.369358
3331709.053363,472788.435865
3331709.412075,472787.502417
3331709.770903,472786.569013
3331710.129848,472785.635654
3331710.488909,472784.702340
3331710.848087,472783.769071
3331711.207382,472782.835847
3331711.566794,472781.902668
3331711.926322,472780.969534
3331712.285967,472780.036444
3331712.645728,472779.103400
